package.name	keep	about.dev_url	about.home	about.license	about.summary	build.number	build.run_exports	extra.additional-platforms	extra.identifiers	extra.recipe-maintainers	package.version	requirements.build	source.patches	source.sha256	source.url	test.commands	about.licence_file	about.license_family	build.entry_points	build.noarch	build.script	requirements.host	requirements.run	test.imports	test.requires	about.doc_url	about.license_file	about.description	build.skip	about.recipe-maintainers	build.merge_build_host	about.doc_source_url	test.source_files	build.rpaths	test.import	extra.skip-lints	source.md5	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	extra.container.extended-base	extra.notes	source	test.files	extra.identifies	source.folder	build.script_env	extra.autobump.enable	extra.authors	build.ignore_run_exports	extra.recipe_maintainers	about.notes	extra.watch	build.no_link	identifiers	extra.documentation	extra.maintainers	build.has_prefix_files	build.binary_relocation	about.extra.recipe-maintainers	requirements.run_constrained	outputs	extra.additional notes identifiers	extra.recipe-maintainer	source.git_rev	source.git_url	extra.doi	about.license_url	about.licence_family	extra.watch.enable	about.licence_url
bioconductor-rcgh	False		https://bioconductor.org/packages/3.22/bioc/html/rCGH.html	Artistic-2.0	Comprehensive Pipeline for Analyzing and Visualizing Array-Based CGH Data	0			['biotools:rcgh', 'doi:10.1093/bioinformatics/btv718']		1.40.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/rCGH_1.40.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/rCGH/rCGH_1.40.0.tar.gz', 'https://bioarchive.galaxyproject.org/rCGH_1.40.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-rcgh/bioconductor-rcgh_1.40.0_src_all.tar.gz']	"['$R -e ""library(\'rCGH\')""']"				generic		['bioconductor-acgh >=1.88.0,<1.89.0', 'bioconductor-affy >=1.88.0,<1.89.0', 'bioconductor-annotationdbi >=1.72.0,<1.73.0', 'bioconductor-dnacopy >=1.84.0,<1.85.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-limma >=3.66.0,<3.67.0', 'bioconductor-org.hs.eg.db >=3.22.0,<3.23.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-txdb.hsapiens.ucsc.hg18.knowngene >=3.2.0,<3.3.0', 'bioconductor-txdb.hsapiens.ucsc.hg19.knowngene >=3.22.0,<3.23.0', 'bioconductor-txdb.hsapiens.ucsc.hg38.knowngene >=3.22.0,<3.23.0', 'r-base', 'r-ggplot2', 'r-lattice', 'r-mclust', 'r-plyr', 'r-shiny >=0.11.1']	['bioconductor-acgh >=1.88.0,<1.89.0', 'bioconductor-affy >=1.88.0,<1.89.0', 'bioconductor-annotationdbi >=1.72.0,<1.73.0', 'bioconductor-dnacopy >=1.84.0,<1.85.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-limma >=3.66.0,<3.67.0', 'bioconductor-org.hs.eg.db >=3.22.0,<3.23.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-txdb.hsapiens.ucsc.hg18.knowngene >=3.2.0,<3.3.0', 'bioconductor-txdb.hsapiens.ucsc.hg19.knowngene >=3.22.0,<3.23.0', 'bioconductor-txdb.hsapiens.ucsc.hg38.knowngene >=3.22.0,<3.23.0', 'r-base', 'r-ggplot2', 'r-lattice', 'r-mclust', 'r-plyr', 'r-shiny >=0.11.1']					A comprehensive pipeline for analyzing and interactively visualizing genomic profiles generated through commercial or custom aCGH arrays. As inputs, rCGH supports Agilent dual-color Feature Extraction files (.txt), from 44 to 400K, Affymetrix SNP6.0 and cytoScanHD probeset.txt, cychp.txt, and cnchp.txt files exported from ChAS or Affymetrix Power Tools. rCGH also supports custom arrays, provided data complies with the expected format. This package takes over all the steps required for individual genomic profiles analysis, from reading files to profiles segmentation and gene annotations. This package also provides several visualization functions (static or interactive) which facilitate individual profiles interpretation. Input files can be in compressed format, e.g. .bz2 or .gz.						['lib/R/lib/', 'lib/']			9a758b35a1f0a6d6024f671f91182fed	bioconductor-rcgh	recipes/bioconductor-rcgh	1.10.0																															
bioconductor-rcm	False		https://bioconductor.org/packages/3.22/bioc/html/RCM.html	GPL-2	Fit row-column association models with the negative binomial distribution for the microbiome	0					1.26.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/RCM_1.26.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/RCM/RCM_1.26.0.tar.gz', 'https://bioarchive.galaxyproject.org/RCM_1.26.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-rcm/bioconductor-rcm_1.26.0_src_all.tar.gz']	"['$R -e ""library(\'RCM\')""']"				generic		['bioconductor-edger >=4.8.0,<4.9.0', 'bioconductor-phyloseq >=1.54.0,<1.55.0', 'r-alabama', 'r-base', 'r-ggplot2 >=2.2.1.9000', 'r-mass', 'r-nleqslv', 'r-rcolorbrewer', 'r-reshape2', 'r-tensor', 'r-tseries', 'r-vgam']	['bioconductor-edger >=4.8.0,<4.9.0', 'bioconductor-phyloseq >=1.54.0,<1.55.0', 'r-alabama', 'r-base', 'r-ggplot2 >=2.2.1.9000', 'r-mass', 'r-nleqslv', 'r-rcolorbrewer', 'r-reshape2', 'r-tensor', 'r-tseries', 'r-vgam']				/lib/R/share/licenses/GPL-2	Combine ideas of log-linear analysis of contingency table, flexible response function estimation and empirical Bayes dispersion estimation for explorative visualization of microbiome datasets. The package includes unconstrained as well as constrained analysis. In addition, diagnostic plot to detect lack of fit are available.						['lib/R/lib/', 'lib/']			059f528b6f5d657f5b08b657fb145b83																																		
bioconductor-reconsi	False		https://bioconductor.org/packages/3.22/bioc/html/reconsi.html	GPL-2	Resampling Collapsed Null Distributions for Simultaneous Inference	0					1.22.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/reconsi_1.22.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/reconsi/reconsi_1.22.0.tar.gz', 'https://bioarchive.galaxyproject.org/reconsi_1.22.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-reconsi/bioconductor-reconsi_1.22.0_src_all.tar.gz']	"['$R -e ""library(\'reconsi\')""']"				generic		['bioconductor-phyloseq >=1.54.0,<1.55.0', 'r-base', 'r-ggplot2', 'r-ks', 'r-matrix', 'r-matrixstats', 'r-reshape2']	['bioconductor-phyloseq >=1.54.0,<1.55.0', 'r-base', 'r-ggplot2', 'r-ks', 'r-matrix', 'r-matrixstats', 'r-reshape2']				/lib/R/share/licenses/GPL-2	Improves simultaneous inference under dependence of tests by estimating a collapsed null distribution through resampling. Accounting for the dependence between tests increases the power while reducing the variability of the false discovery proportion. This dependence is common in genomics applications, e.g. when combining flow cytometry measurements with microbiome sequence counts.						['lib/R/lib/', 'lib/']			beeed30fd2f904c2295f170791bdbe86																																		
bioconductor-recoup	False		https://bioconductor.org/packages/3.22/bioc/html/recoup.html	GPL (>= 3)	An R package for the creation of complex genomic profile plots	0			['biotools:recoup', 'doi:10.1038/nmeth.3252']		1.38.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/recoup_1.38.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/recoup/recoup_1.38.0.tar.gz', 'https://bioarchive.galaxyproject.org/recoup_1.38.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-recoup/bioconductor-recoup_1.38.0_src_all.tar.gz']	"['$R -e ""library(\'recoup\')""']"				generic		['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biomart >=2.66.0,<2.67.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-complexheatmap >=2.26.0,<2.27.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'r-base', 'r-circlize', 'r-ggplot2', 'r-httr', 'r-rsqlite', 'r-stringr']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biomart >=2.66.0,<2.67.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-complexheatmap >=2.26.0,<2.27.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'r-base', 'r-circlize', 'r-ggplot2', 'r-httr', 'r-rsqlite', 'r-stringr']				/lib/R/share/licenses/GPL-3	recoup calculates and plots signal profiles created from short sequence reads derived from Next Generation Sequencing technologies. The profiles provided are either sumarized curve profiles or heatmap profiles. Currently, recoup supports genomic profile plots for reads derived from ChIP-Seq and RNA-Seq experiments. The package uses ggplot2 and ComplexHeatmap graphics facilities for curve and heatmap coverage profiles respectively.						['lib/R/lib/', 'lib/']			a599e780953b26eda9856d64ca61a7a1	bioconductor-recoup	recipes/bioconductor-recoup	1.8.0																															
bioconductor-ribocrypt	False		https://bioconductor.org/packages/3.22/bioc/html/RiboCrypt.html	MIT + file LICENSE	Interactive visualization in genomics	0					1.16.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/RiboCrypt_1.16.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/RiboCrypt/RiboCrypt_1.16.0.tar.gz', 'https://bioarchive.galaxyproject.org/RiboCrypt_1.16.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-ribocrypt/bioconductor-ribocrypt_1.16.0_src_all.tar.gz']	"['$R -e ""library(\'RiboCrypt\')""']"				generic		['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biocparallel >=1.44.0,<1.45.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-complexheatmap >=2.26.0,<2.27.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-orfik >=1.30.0,<1.31.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'r-base', 'r-bslib', 'r-cowplot', 'r-crosstalk', 'r-data.table', 'r-dplyr', 'r-dt', 'r-fst', 'r-ggplot2', 'r-htmlwidgets', 'r-httr', 'r-jsonlite', 'r-knitr', 'r-markdown', 'r-nglviewer', 'r-plotly', 'r-rclipboard', 'r-rcurl', 'r-rlang', 'r-shiny', 'r-shinycssloaders', 'r-shinyhelper', 'r-shinyjqui', 'r-shinyjs', 'r-shinywidgets', 'r-stringr', 'r-writexl']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biocparallel >=1.44.0,<1.45.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-complexheatmap >=2.26.0,<2.27.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-orfik >=1.30.0,<1.31.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'r-base', 'r-bslib', 'r-cowplot', 'r-crosstalk', 'r-data.table', 'r-dplyr', 'r-dt', 'r-fst', 'r-ggplot2', 'r-htmlwidgets', 'r-httr', 'r-jsonlite', 'r-knitr', 'r-markdown', 'r-nglviewer', 'r-plotly', 'r-rclipboard', 'r-rcurl', 'r-rlang', 'r-shiny', 'r-shinycssloaders', 'r-shinyhelper', 'r-shinyjqui', 'r-shinyjs', 'r-shinywidgets', 'r-stringr', 'r-writexl']				LICENSE	R Package for interactive visualization and browsing NGS data. It contains a browser for both transcript and genomic coordinate view. In addition a QC and general metaplots are included, among others differential translation plots and gene expression plots. The package is still under development.						['lib/R/lib/', 'lib/']			d3b8d637c442a03fb2fd534636573bd4																																		
bioconductor-ribodipa	False		https://bioconductor.org/packages/3.22/bioc/html/RiboDiPA.html	LGPL (>= 3)	Differential pattern analysis for Ribo-seq data	0					1.18.0	[None, None, 'make']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/RiboDiPA_1.18.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/RiboDiPA/RiboDiPA_1.18.0.tar.gz', 'https://bioarchive.galaxyproject.org/RiboDiPA_1.18.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-ribodipa/bioconductor-ribodipa_1.18.0_src_all.tar.gz']	"['$R -e ""library(\'RiboDiPA\')""']"						['bioconductor-biocfilecache >=3.0.0,<3.1.0', 'bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-deseq2 >=1.50.0,<1.51.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-qvalue >=2.42.0,<2.43.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'r-base', 'r-data.table', 'r-doparallel', 'r-elitism', 'r-foreach', 'r-ggplot2', 'r-matrixstats', 'r-rcpp >=1.0.2', 'r-reldist', 'libblas', 'liblapack', 'zlib', 'liblzma-devel']	['bioconductor-biocfilecache >=3.0.0,<3.1.0', 'bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-deseq2 >=1.50.0,<1.51.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-qvalue >=2.42.0,<2.43.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'r-base', 'r-data.table', 'r-doparallel', 'r-elitism', 'r-foreach', 'r-ggplot2', 'r-matrixstats', 'r-rcpp >=1.0.2', 'r-reldist']				/lib/R/share/licenses/LGPL-3	This package performs differential pattern analysis for Ribo-seq data. It identifies genes with significantly different patterns in the ribosome footprint between two conditions. RiboDiPA contains five major components including bam file processing, P-site mapping, data binning, differential pattern analysis and footprint visualization.						['lib/R/lib/', 'lib/']			6ffba567dfd33452827a0e8db3e04be8																																		
bioconductor-riboprofiling	False		https://bioconductor.org/packages/3.22/bioc/html/RiboProfiling.html	GPL-3	Ribosome Profiling Data Analysis: from BAM to Data Representation and Interpretation	0			['biotools:riboprofiling', 'doi:10.12688/f1000research.8964.1']		1.39.1				['https://bioconductor.org/packages/3.22/bioc/src/contrib/RiboProfiling_1.39.1.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/RiboProfiling/RiboProfiling_1.39.1.tar.gz', 'https://bioarchive.galaxyproject.org/RiboProfiling_1.39.1.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-riboprofiling/bioconductor-riboprofiling_1.39.1_src_all.tar.gz']	"['$R -e ""library(\'RiboProfiling\')""']"				generic		['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-ggbio >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'r-base', 'r-data.table', 'r-ggplot2', 'r-plyr', 'r-reshape2', 'r-sqldf']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-ggbio >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'r-base', 'r-data.table', 'r-ggplot2', 'r-plyr', 'r-reshape2', 'r-sqldf']				/lib/R/share/licenses/GPL-3	Starting with a BAM file, this package provides the necessary functions for quality assessment, read start position recalibration, the counting of reads on CDS, 3'UTR, and 5'UTR, plotting of count data: pairs, log fold-change, codon frequency and coverage assessment, principal component analysis on codon coverage.						['lib/R/lib/', 'lib/']			2c107c846c5b72cbb2f6633de49ceba6	bioconductor-riboprofiling	recipes/bioconductor-riboprofiling	1.10.0																															
bioconductor-riboseqr	False		https://bioconductor.org/packages/3.22/bioc/html/riboSeqR.html	GPL-3	Analysis of sequencing data from ribosome profiling experiments	0					1.44.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/riboSeqR_1.44.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/riboSeqR/riboSeqR_1.44.0.tar.gz', 'https://bioarchive.galaxyproject.org/riboSeqR_1.44.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-riboseqr/bioconductor-riboseqr_1.44.0_src_all.tar.gz']	"['$R -e ""library(\'riboSeqR\')""']"				generic		['bioconductor-bayseq >=2.44.0,<2.45.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-seqlogo >=1.76.0,<1.77.0', 'r-abind', 'r-base']	['bioconductor-bayseq >=2.44.0,<2.45.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-seqlogo >=1.76.0,<1.77.0', 'r-abind', 'r-base']				/lib/R/share/licenses/GPL-3	Plotting functions, frameshift detection and parsing of sequencing data from ribosome profiling experiments.						['lib/R/lib/', 'lib/']			0fe80fbb2f73f3da4f0075abb5aba111																																		
bioconductor-ribosomeprofilingqc	False		https://bioconductor.org/packages/3.22/bioc/html/ribosomeProfilingQC.html	GPL (>=3) + file LICENSE	Ribosome Profiling Quality Control	0					1.22.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/ribosomeProfilingQC_1.22.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/ribosomeProfilingQC/ribosomeProfilingQC_1.22.0.tar.gz', 'https://bioarchive.galaxyproject.org/ribosomeProfilingQC_1.22.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-ribosomeprofilingqc/bioconductor-ribosomeprofilingqc_1.22.0_src_all.tar.gz']	"['$R -e ""library(\'ribosomeProfilingQC\')""']"				generic		['bioconductor-annotationdbi >=1.72.0,<1.73.0', 'bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-bsgenome >=1.78.0,<1.79.0', 'bioconductor-edaseq >=2.44.0,<2.45.0', 'bioconductor-genomeinfodb >=1.46.0,<1.47.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-motifstack >=1.54.0,<1.55.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-rsubread >=2.24.0,<2.25.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-ruvseq >=1.44.0,<1.45.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'bioconductor-xvector >=0.50.0,<0.51.0', 'r-base', 'r-cluster', 'r-ggextra', 'r-ggfittext', 'r-ggplot2', 'r-ggrepel', 'r-scales']	['bioconductor-annotationdbi >=1.72.0,<1.73.0', 'bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-bsgenome >=1.78.0,<1.79.0', 'bioconductor-edaseq >=2.44.0,<2.45.0', 'bioconductor-genomeinfodb >=1.46.0,<1.47.0', 'bioconductor-genomicalignments >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-motifstack >=1.54.0,<1.55.0', 'bioconductor-rsamtools >=2.26.0,<2.27.0', 'bioconductor-rsubread >=2.24.0,<2.25.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-ruvseq >=1.44.0,<1.45.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'bioconductor-xvector >=0.50.0,<0.51.0', 'r-base', 'r-cluster', 'r-ggextra', 'r-ggfittext', 'r-ggplot2', 'r-ggrepel', 'r-scales']				LICENSE	Ribo-Seq (also named ribosome profiling or footprinting) measures translatome (unlike RNA-Seq, which sequences the transcriptome) by direct quantification of the ribosome-protected fragments (RPFs). This package provides the tools for quality assessment of ribosome profiling. In addition, it can preprocess Ribo-Seq data for subsequent differential analysis.						['lib/R/lib/', 'lib/']			2ac1a9862d92128ff831d9f9dd63e76f																																		
bioconductor-rjmcmcnucleosomes	False		https://bioconductor.org/packages/3.22/bioc/html/RJMCMCNucleosomes.html	Artistic-2.0	Bayesian hierarchical model for genome-wide nucleosome positioning with high-throughput short-read data (MNase-Seq)	0					1.34.0	[None, None, 'make']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/RJMCMCNucleosomes_1.34.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/RJMCMCNucleosomes/RJMCMCNucleosomes_1.34.0.tar.gz', 'https://bioarchive.galaxyproject.org/RJMCMCNucleosomes_1.34.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-rjmcmcnucleosomes/bioconductor-rjmcmcnucleosomes_1.34.0_src_all.tar.gz']	"['$R -e ""library(\'RJMCMCNucleosomes\')""']"						['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biocparallel >=1.44.0,<1.45.0', 'bioconductor-consensusseeker >=1.38.0,<1.39.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'r-base', 'r-rcpp >=0.12.5', 'libblas', 'liblapack', 'zlib', 'liblzma-devel']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biocparallel >=1.44.0,<1.45.0', 'bioconductor-consensusseeker >=1.38.0,<1.39.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'r-base', 'r-rcpp >=0.12.5']					This package does nucleosome positioning using informative Multinomial-Dirichlet prior in a t-mixture with reversible jump estimation of nucleosome positions for genome-wide profiling.						['lib/R/lib/', 'lib/']			7cceb7000e7ca05018658dc0205a901a																																		
